tweet_text,cyberbullying_type
lie like russia russian troll manufactured,not_cyberbullying
broke heart first little brother second high school rude also third maturity let comment affect kept walking like nothing new,age
prison rape nowhere near biggest realistic danger regardless rape funny gay sex scary punishment straight white joke,gender
go sleep taking ability sleep,not_cyberbullying
fuck dumb slut nigger nose,ethnicity
one time got kind high school girl directly line vision every day always dressed really normal like one thing outfit would wrong could look away told stare,age
night nigga fuck yo twitter follow real live life dumb nigger,ethnicity
breaking lying bitch female reporter whose live to tv,gender
oh of ok hypocrite using convenient whatever honestly opinion man comes standard call literally female dog yet call,gender
r biggest con job bigger trump everyone believe black r arab muslin muslim girlfriend smart enough engineer con job 4 idiot anyone brains phony,religion
of ok cam lost racist dumb cam thug nigger game,ethnicity
know kat antre awful want hate nick go,gender
also got phone next computer notification dos use web interface pa pc send,not_cyberbullying
high school always posting important kind shit like ruined middle school high school preaching kind,age
no nm cool hot got like 4 5 left fuck think dumb funny though sh,ethnicity
middle high school would get hard making even college need say fuck regardless people think,age
looking marked abuse site must problem hostile womb,not_cyberbullying
ignore get streets tell people stay away block streets one even drive let stand alone like school yard make look stupid,age
people still use retard gay make rape truly amazing,gender
thing bully student important observation author,not_cyberbullying
actually hate people talk sport name 50 playing sport,gender
got rigging part right scouting,gender
wild born christian woman tell close legs stop complaining said peoples taken away someone come get grandma,religion
so fucking pissed fuck dumb stupid big ass mouth nigger,ethnicity
news rope europe come us allow slam islam take backwards,religion
name last person ka find 100 since,religion
aggravated fuck almost got hit dumb bitch stupid nigger already today great start day,ethnicity
believe trona justify bitch calling us white people respect dumb fuck,ethnicity
things happening palestine islamic islamic terrorism innocent brainwashed name religion jihad hate israel israeli news new read buran quran full hatred news peace ply make buran quran,religion
lost calling black men lot disgusting shit said,ethnicity
majority work sexist majority useless group lot majority,gender
wow cell bunch attest given different pic cell tweet fake id provoke muslin muslim id become one none provoked,religion
cooking cleaning kitchen,gender
mean stay house beaten shut,not_cyberbullying
dog men always mean high school,age
spoiler alert blood lloyd,not_cyberbullying
pretty awesome day thus far anything work awesome workout came home favorite episode bully breakdown,not_cyberbullying
way make clear posterity actually think bad matt goodwill weird looking head sweaty softly creeping affect kid sniggering behind school bully think bad fucking enormous racist,age
high school power hungry love boss people around hurt reason public get cleared shrink report work,age
lot christian pastor funnyman wife support trump antichrist fake radical religious know read official guide christiania christianity new testament focus matter matthew 23,religion
hey black peoples know scam white people playing us calling us black pope gave order black news world wide forbidden call us news us negro history,ethnicity
got audacity call nights ugly got hair lineup beat ya face makeup whole different bitch,gender
lightship think high school discrimination oppression sharkskin darkskin get tired get fuck,age
say today nice stop calling,gender
is 1st nigger lover disgusting assuming best friend black threatened old creep,ethnicity
bitch mad terms it fuck mama dumb ass nigger,ethnicity
imagine super heroine people shark,not_cyberbullying
things piss rape word gay used insult people using racial,gender
girl to lie bitch pussy wanted bad,gender
ion even fucking know night nigga ghetto school,age
school townie might loving one direction 22 year old townie openly admit direction 10 years ad good people want shame teen liking things,age
things rape sexism racism suicide self harm maria care hate gay insult mental illness,gender
fuck would nigger junkie bad would die realize sick smart dumb ass enlightening rest self believe bullshit,ethnicity
stand right especially christian woman fuck peace,religion
gay rape joke tony really,gender
supposed call female fucking bitch really,gender
exile bitch female use bitch lot lot girl call instead homegirl,gender
like someone bully people perfect grammar bully perfect grammar want go high school boring time summer sleepover imagine sleep night,age
cain castor castro fazed bullying come do dd,not_cyberbullying
disrespectful female member congress aligned love country family god especially god love god made call fucking bitch maybe rethink relationship,gender
like anti can first order understand got nothing india indian addition list stupidity biryani biryani,religion
glad getting aslant atlanta nothing bunch nights jail dumb mad fucking,ethnicity
make gay race rape comedy retard review,gender
whoever think rape gay people acceptable funny choke food till breathe die,gender
game nuts kid copy save corrupted turned equipment seeming invincibility bully school threatened beat unless,age
please let people commit suicide lost younger brother suicide,age
allay allah muslin muslim communist telling leave armenia armenian friend alone stop useful idiot side gentile proletariat instead,religion
got possibly rejected really dead become id true like mean become peak high school wrong wrong experience,age
buran quran 33 say,not_cyberbullying
early days exactly like lot people wishing nice work,not_cyberbullying
country free twitter segregation country tried destroy twitter best like twitter fascist high school newsreel group think pathetic,age
weird teen twitter really bad seeing lot gay rape,gender
lot sad it lot yep it still president it fuck mama dumb ass nigger,ethnicity
problem first divided subcontinent go pakistan respect hind use anything name secularism way delusion serious disorder related schizophrenia word used lightly,religion
know goes longer ad break joke told texas dude,not_cyberbullying
mccarthy mccarthy excuse impassioned use f king bitch female congress,gender
dumb dark rent s nigger ass funny fuck,ethnicity
mohammed slave trader jess jesus mohammed sexist jess jesus,religion
slam islam declared war humanity years ago simply lie,religion
report bitch fuck white boy and king dirty nigger dumb fuck stuck n,ethnicity
bout listen white music fuck dumb nigger music lot,ethnicity
wonder slept tent feline talking,gender
it slam islam contributing one damn thing humanity years well except murder,religion
in un keeping quite killing christian nigeria 70 years christian woman early morning beheaded flank fulani place ebony eastern nigeria right time divide christian peace,religion
think intercept let could use know nothing idiot,religion
black man supporting music go kill harm another black man keep gang shit fuck ops shit ear dumb supporting is bs heartbroken black man hands another,ethnicity
ninny vinny get please follow starve bully feed soul stand grand,not_cyberbullying
always junior high posting positivity always love everybody supporting stuff like girl shut,age
imagine cuddling of s chest tonight wrapping one arm around softly rubbing arm burying nose hair planting soft head playing hair w arm fall asleep yes read first word,ethnicity
northern part country detest idiot,religion
want know love support every christian new jew islamic islamic force support radical slam islam love peace believe august augustus caesar s peace christ gave good name practiced satanism hurt people,religion
instrument used sides right wing searching black past left wing calling anything like racism reasonable middle discussion anymore,ethnicity
thing shit shiite slam islam exist slam islam bunch sect branch muslin muslim stupid even twitter feel bad twit,religion
polytheistic religion better polygamist religion terrorist religion islamic islamic radicalization responsible suffering syria jihad responsible bleeding humanity doctor heal insult injury,religion
giving silent treatment hard lot,not_cyberbullying
miss president act like elementary school bully coming clever names anyone like,age
neither playing psycho killer manhunt ex school bully bully took anyway,age
would love would mind doing email address shoot email later today,not_cyberbullying
fuck drug shit cunt fuck spade spade ahead axhead dead dumb stupid listen dean alderman drugged cunt fuck,ethnicity
fuck fuck nigeria nigger world baltimore baltimore s nigeria world jamaica nigeria nigger world mama miami nigeria nigger world my nigeria nigger world all nigeria go bitch dumb,ethnicity
welcome brother need opposition anything built first drawn paper technology paper twitter platform in make voice thought heard and nd get becomes and nd one day got listen,ethnicity
basically everything hate rolled one package school bully rich asshole wo consequence abuser liar totalitarian one people life made say maybe loving humanity life,age
surprised someday islamic islamic terrorism about calm i ji since earn bread n butter point saying anything,religion
4 people joke gay rape,gender
reorder preorder alert devious first steamy bully romance alone series high school reorder preorder devious available u price go,age
lot like anything changed like single protest stood black past two going done beginning sit ass let whatever happen,ethnicity
make gay rape,gender
exactly like school saying let bully beat absolutely ridiculous shutdown immediately almost 2 enough enough,age
something seriously going see let go pushing weird narrative,not_cyberbullying
wait to would even think give damn opinion hoe fucking life,gender
never joke race rape form abuse people around circle anything said feel good taste insult raise even form scripture book tweet verbal,gender
r keep debate jihad islamic islamic terrorism,religion
actual physical evidence lost weight overtime look mirror see chubby girl got school realize never able love care people see see,age
prophet mohammed hate fest news driving three jewfish jewish media medina,religion
woman flat obsessed,gender
stop trying deflect nonsense viral tweet spread hate be bm narrative get joy seeing viral black people disgusting first thing white people see made be bw be bm,ethnicity
comedian made gay mama granny micelle rape bill lesbian pillar hillary,gender
biggest high school want call bullying,age
today got straight fellow university like classic high school click mean girl bullying,age
lucid euclid long slam islam stop garbage,religion
honestly thank god go high school would absolutely getting girl low cut jeans razor glitter know mean,age
spoke sashay speaking talking one hind hindu trigger equate generalize generalise one hind hindu peak inferiority complex,religion
irrationally shaking throughout high school people like except taught someone make sure first last time ever little girl playing tough learn shit,age
hi nigger fuck ya life ya befriend bars dumb alpha,ethnicity
difference sis isis mohammed,religion
experienced real love life days either dumb fuck used certain gains sorry nigger year pass without kissing someone,ethnicity
agreed await cute culture pretty normal many parts eastern world japan instance west anyone tall wearing cute stuff wonder many get cute stuff love or jr high,age
hey know mother like people lie right think good christian woman,religion
plus say religious terror funding anti man condemn islamic islamic terrorism people responsible ne deli delhi digest like pill last saki,religion
apparently everyone son busy writing bad race make sure of ok w script killing him kim jo,not_cyberbullying
reference one idiot spread misinformation many thousand muslin muslim use hand world respected educated person,religion
muslin muslim confused muslin muslim know read prophet look like idiot person respect leader please remember muslin muslim respect always key,religion
well put like going every sundae sunday heart mind body religious met christian woman told sex pastor get mind right going back take time,religion
informing b calling idiot beg differ slam islam somalia since dawn majority us believe muslin muslim somalia somali somalia past muslin muslim considered ethiopia thus,religion
make rape gay feminist rape abuse sexual harassment test conduct animal kill innocent people,gender
high school bisexual later turned also like hope worst time quarantine,age
remember would bully high school ready talk names,age
bend know bending knee mob respect agree like cool place work yaw looking new podcast rooms garage,religion
dumb fuck taking money win dumb shooting shit movie cuba wit tuna,ethnicity
able without problem pretty strong arms 27 monitor lot lighter use,not_cyberbullying
worry islamic islamic terrorism trump worry india muslin muslim spreading corona large scale,religion
bitch kill yourself hoe deal wit bitch for it fuck mama dumb ass nigger,ethnicity
weird noon neocon right wing slam islam much even realize people support fund radical wasabi wahhabi slam islam fight proxy admitted patriotic convince christian fund radical slam islam kill christian,religion
is him bullying,not_cyberbullying
vote of ok showing hope help vote one saying prioritize voting well take care ourself first hope everyone perspective show respect,ethnicity
led world development slam islam fell behind world slam islam,religion
nth 7th period full dumb fuck life,ethnicity
sophomore tune june could solve murder getting shut chased wild school bully real obstacle curse blinding tune june magic motive,age
people assume saw aviate blocked nope blocked knew use block list,gender
shit shia like going tell better judgement prophet but person allay allah set spoke still call muslin muslim get,religion
since and 2nd grade graduating high school go retaliate one time one trouble girl threatened bust upside head telling teacher bullying end crazy house,age
idiot pi worked software company 15 years left working software even getting retired ideology spread islamism islamism religion,religion
easier pig fucking nigger show green card get fuck wow fucking dumb,ethnicity
sharply evens victim privileged white girl everyone way top literally imagine serious roadway broadway performer could even handle high school competition without throwing tantrum,age
need see doctor you suffering illusion must watching pakistan pakistani islamic islamic television great creat news satisfy ego watch zee news ana dna man beat pakistan islamic islamic terrorism everyday whole world love,religion
say yay went last year make new hate making new know anyone else going,not_cyberbullying
we ew going social since 12 see main bar mad like right,gender
responsible convincing pretty,gender
fuck fucking nigger guy acts cool dumb de persona go back 2 jungle,ethnicity
call bitch well bitch female dog dogs bark bark part nature nature beautiful thank calling beautiful too,gender
fag upset said dumb nigger bridge jump already like really bitch fuck,ethnicity
dumb fuck big black take real neal,ethnicity
trope like every teen movie ever minor male character inflated ego get reaction strong female one bitch away,gender
school yard bully lying sales picking showing shit,age
ka damn dumb fuck nigger it dumb,ethnicity
said may even ask cross examination consulate general may help consolidate muslin muslim,religion
like say first coffee cloud wine help identify middle school got pregnant high school,age
stand hallmark right family channel find uncomfortable christian woman mother,religion
sexist r anything really feel comfortable female barber cut hair ever,gender
bar baru kip marshland me bikini video remake pas solar teen it is bs we se debase be para parah do bullying,not_cyberbullying
guy fucking dumb ass nigger lot lie bitch fuck,ethnicity
russia russian media cutin putin s response rape joke oligarch linin men collective farm wanting rape tractor cutin putin milkmaid would better joke would gay,gender
real funny dad kindness like man saved thing hot like shear more moore hot nice deep ex right christian woman,religion
human ale i rogers compelling story reality bullying,not_cyberbullying
white really excited call predatory gay man buddy kyle rape unsolicited dick of ok,gender
selfish fuck would next 3 next game dumb nigger,ethnicity
best friend one worst middle school of though since found fa respond,age
better days story high school girl teenage street thug changed relate victim public bullying sure,age
about what brilliant scholar sis isis given book first buran quran hold about what high regard please answer book used brainwash people about what reformer rogue,religion
sent single tweet first found one timeline sent entire go gc get page,ethnicity
reproductive imperialism first pedophile prophet,religion
super hurt pissed making robe kobe brant s death get please though remember dismiss people upset shit people gay people tell rape,gender
stand aside vocal minority,gender
customs history marrying 6 year old screwing 9 year old sick like slam islam,religion
bad got radical evangelical christian making behavior norm truly hope wife collecting lot ana dna cleaning staff bury future patent woman support think low gender,religion
event suspected terror attack jerusalem jerusalem,ethnicity
1 fuck nights 2 female offend would prefer call bitch 3 stop making shit reach,gender
got 4 mains reply 4 times maltha 19 board drawing chronomancy chronomancy time magic coat arms school required design one would survey immediate figure keep alive yes,age
sexist single s sport stand sit,gender
keep cute pine love child,not_cyberbullying
muslin muslim sure christian know religion standard one must look idiot christian,religion
like type girl would bully people listening big middle school,age
also let us talk thrift store satire roman first girl left third probably would or jr high get,age
made rape said word gay real life would get fired job zero sympathy mason jason,gender
throw bi people bus also pretty strong connection identify bi mercilessly high school looking acting like lesbian,age
watch the fine class movie,not_cyberbullying
ash wonder come reject buran quran,religion
sexist complain quality playing historical context,gender
mother christian woman 7 abortion right lot men like police woman know people getting disenfranchised continue cycle poor care forced child,religion
becoming people high school,age
n yeah hate coz r lesbian,gender
would say back old old would get excited,gender
give bully lunch money today beat take tomorrow stop bully united strength stops abuse is,not_cyberbullying
like washington washington dc negro turned federal master web debris wrote history philadelphia philadelphia negro catering business driven employment white discrimination history,ethnicity
would care insane is bs dash libya,not_cyberbullying
interesting say try marry christian woman right would marry priest imam sorry lot inquisitive,religion
canada child welfare social involved aware getting bully anyone kid show school times,age
hey bitch reference numbers right go get copy look,gender
100 damn right would run would give care respect drive slow like guy part reason world full hate hurting like punching school bully,age
whole time nights making rape joke make laugh gay,gender
local teen cardboard cutout school bully way door lunch money stolen,age
long time ago school chasing caught could run fast enough away beating literally cried mercy ignored milestone life knew people like,age
acts god means appreciative divine dark skinned golden negro here hebrew news god s people see it st john also white species creature people satin satan god,ethnicity
muslin muslim ban marble mouth idiot n korea venezuela myanmar tanzania nigeria split christiania christianity slam islam,religion
kneeling though mate personally agree bum group agree message black matter agree anything past support message sending,ethnicity
said whole pakistan die corona ki mat humanity made show ten jihad think every pakistan pakistani terrorist normal person stop crying humanity,religion
plan dylan girl high school committed suicide also schizophrenia mess grandma w job buddy s drug dealer literally guy back beat,age
leaving lip table nice unsanitary way start things yuck spit,not_cyberbullying
white people dumb bug court public opinion fuck miracle whip crocodile hunter beatles,ethnicity
case message future fuck shit ass bitch nigger,ethnicity
christian trying gather support people faith christiania christianity radical true heart arrange speak truth power extradition would set dangerous precedent said,religion
go school fully expect bully playground lunch money,age
whole world using 1 word islamic islamic terrorism think googly google know say pakistan trust,religion
new low extremist qatar qatari iran behind terror attack shit shia arab mosque,ethnicity
forgot main basic mourn pain pat war many ruled idiot wo took pakistan,religion
good morning beautiful people,not_cyberbullying
lying propaganda want know filth hatred slam islam read buran quran,religion
get racist hurtful effected racism rape gay come place intent make people laugh forget bullshit world,gender
said sorry felt like two years silence starting drama nothing guess ill take girl high school one scared anymore,age
dumb fuck it like said hate,ethnicity
terrorism name jihad naive honest religion got humanity left,religion
hiding reality people regular peace loving dealt,not_cyberbullying
shithead forced convert mohammed ball rolling beheading jewfish jewish,religion
talking fisher cope lie lame defense using lame school yard bully con let us talk undercut,age
man buran quran written dead people written final prophet muhammad muhammad loved allay allah still sheep twitter listening listen creator anyways r joke giving time anymore,religion
really want pork crackling,not_cyberbullying
world first one notify i ig way sad right asking really hope feel better soon,ethnicity
cool call later,not_cyberbullying
law abiding 90 domestic violence rate pakistan murder people blasphemy,religion
following video story two best 1 becomes popular high school talks attempt commit suicide year,age
merry christian christmas dumb fuck it marry mas xmas,ethnicity
money at dat night nigga voting to fo dumb ass nigger could fuck around get smoked man,ethnicity
like school yard bully taunting someone sickening,age
part song dumb nigger fuck,ethnicity
it opinion abnormally popular,gender
talking emotional got high school broke arm practice mom told ice cream dinner absolutely men hold take innocent trauma welcome men,age
gyrus cyrus let us touch vulva blow doll combo mandate rape joke edgy liberated of ok,gender
every single one girl would high school,age
fuck dumb fucking nigger job joe always fucking shit dog fire night nigga,ethnicity
even fucking ride shit sexist riding weird a,gender
house party one men making gay rape room seriously uncomfortable either care hide discomfort disgust really really well,gender
okapi yes crash victim work teach tech directly teach tech cos,not_cyberbullying
portend portland idea,not_cyberbullying
think successfully go play around see find anything broken,not_cyberbullying
support non muslin muslim people b seen love humanity terrorist stop killing name,religion
hate hate area,gender
years ago whites negro america us pissed years later mask white america pissed karma b itch tch time really come together alliance fight x beat,ethnicity
born 77 incident millennial pick age touch much racism days honestly believe still remains water segregated many forgot days nothing like,ethnicity
ah okay okey call people bitch ingate basically calling female,gender
trio bullying contra of os,not_cyberbullying
need treat judge incident exile trump racism let us move want pick something list wrote know well,ethnicity
tied together male rape gay panic awful care,gender
fantastic thanks much calling radical hypocritical lying evil religious jerry farewell or jr franklin graham a al christian follow christ love money support trump antichrist,religion
one or jr high got shot,age
nothing muslin muslim pakistan pakistani murdering christian hind fake blasphemy,religion
unpopular opinion experienced racism race white people yes ignorantly racist white people amount times coon negro race unimaginable,ethnicity
fuck dumb ass faggot ass friend couple hopeless hood rat ass,ethnicity
nice meme fag part mythology making female thou thor retarded try car,gender
guy probably domestic terrorism vandalism federal property dare call one strong female stupid bitch dude minivan driving stupid bitch,gender
girl high school would secretly turn,age
blood lloyd thick juicy pork poor nine,gender
high school lot asshole male would tell tiny dick pubes yet mean fuck teenage really mean beyond mean fucking awful,age
fuck dumb nigger hate,ethnicity
video gyrus cyrus date rape joke gay nightclub video gyrus cyrus,gender
normally fighter condone yes show bully coming girl middle high school glad see someone shut bully,age
rape forced only oleander alexander avoid social media,gender
thing help self defense always taught hit hit back hit taught mine neighbor elementary age child school said done stops,age
even people twitter make race rape child abuse decency,gender
president india s people also love much stay strong islamic islamic terrorism,religion
pakistan pakistani cheering chinese army keep millions concentration cs really,religion
really bitch made disrespect call female bitch know came man,gender
agenda former shy fat girl high school lot school reluctantly twenty years later former best friend reunion favorite snack was zebra many people would say was everything,age
hey manta santa maniac college thanks making class enrollment really simple easy oh wait,not_cyberbullying
watched lot female stand none humor humour,gender
right weird unfortunate good christian woman tell something serious two us agree,religion
islamic islamic slam islam care humanity irrespective religion race carry terrorist name slam islam jihad either working greed low knowledge,religion
love it 3 it 3 it 3,not_cyberbullying
want take burden,religion
head like going tell even black disgusting men horrible reputation shit like give info bout jobless since want throw word nigger around shit pussy,ethnicity
dos casebook high school hey girlie,age
area spot went check order inside white person chatting assumed black friend air saw negro distress went anyway 5,ethnicity
got business cards dumb hurt fuck death lying ass nigger sorry ass begging nigger,ethnicity
us usa islamic islamic terror bulghur identity insult china worked wonder ridding islamic islamic terrorism peaceful education us usa torture it lying propaganda china,religion
high school like,age
worry mayor big soon another roman comes along majority useful idiot removed next year written history dirt,religion
abortion convenient point,gender
keep coming get hate night nigga at dat try get at dat bully shit make self look good,not_cyberbullying
racism deeply bred convince lowest white man better best colored man notice picking pocket hell give somebody 2 look empty tendon b johns johnson,ethnicity
servo serio alidade bullying,not_cyberbullying
limbo true patience bully vocal,not_cyberbullying
okay load butt to tl fuck twitter fuck stupid ass ape fuck dumb nigger shit,ethnicity
pointless character yet stand and falling guy literally whole school bully remember name fine fuck believe side character even second lead,age
wow undocumented confirmation comment sure one,not_cyberbullying
brain concussion sexist football brains,gender
high school still liking one direction spending see harry concert,age
whole sis isis blame sis isis even lot clearly said many change fact based buran quran also lived,religion
colored coloured girl whole school 5 years high school life people white people thought muslin muslim alien got lot even got spat thrown stone college bit diverse,age
one upstairs downstairs basement two middle school actually moment want ruin lit party away told male best friend high school,age
russia russian crime crimea e ukraine show america american,not_cyberbullying
idiot shut like hind talk know hi nonsense stop talking rubbish irritating anyone,religion
got craton think understand son key works,not_cyberbullying
see is 1st comment trying instigate hind india treat old like idiot pay attention pay heed someone lose importance best policy,religion
fighting along side anyone someone else s enemy regardless motivation problem,religion
pretty sure online amazon palmar every place die also got reliable source school told state,age
else going bully also like one people school still talk regularly,age
4 days tamasha andiron anderson 37 yes old tamer e rice 12 yes old aka gurney 28 yes old black dead ki,not_cyberbullying
russia media owned state,not_cyberbullying
removed refresh think,not_cyberbullying
yeah fucking thought,not_cyberbullying
really dull to tv call someone nonce melt love video like watching school bully realize realise one,age
get people say least see wearing exposed point first ya bitch cover nose mouth one,ethnicity
hurled since teenager bitch slut fantasy men school male construction street,age
say idiot president second time heard today even america american yet many outside us like trump whole host really undermine anything say higher uighur oh offended jazz,religion
totally blown away life right leading small group tonight queer christian woman blessing pastor sure got totally board,religion
also wow editing number kat cast s answer lance armstrong armstrong mussolini mussolini mixed together bake,not_cyberbullying
30 happily married 2 school 6 3 weigh 190 senior year bully threw moped school dumpster nice try though,age
nights want fight school shit,not_cyberbullying
still know much islamic islamic terrorism muslin muslim ummah like people talk secularism india boast islamic islamic know hypocrisy worry explain,religion
first idiot second picture travel stop bovid covid response trump third trump put bovid covid nonwhite leaving travel e eu cause huge,religion
and 3rd eye sixth since sence dumb fuck pineal gland dumb nigger,ethnicity
tend document hair color later it it pic years old,not_cyberbullying
spiral stadium make rape mental suicide racism gay people,gender
sir idiot way say humanity slam islam muslin muslim way help pakistan hind hindu justice pakistan of ok one like listen one give attention like waste garbage dustbin food also eat bean good son,religion
oh kat something new every night make look even like hateful twat,gender
honest god place muslin muslim man s penis mouth done,religion
recognize irony using method ignorant muslin muslim,religion
looking forward second game today,not_cyberbullying
even wearing clothes,gender
to tl wanted say to great work challenging narrative w much appreciated,gender
yes siding china firstly communist people fear violence concentration cs threatened blocked lied virus economy obviously right choice idiot,religion
fuck corny bitch it it fuck dumb nigger mama,ethnicity
former like popular high school,age
non muslin muslim still been,religion
furthermore entire world 80 civilian death afghanistan talisman taliban,not_cyberbullying
mina animal pray project bullying 0,not_cyberbullying
every girl sad boy,gender
derry mohammed idiot even muslin muslim know,religion
scout scott walker troll left get online degree gender,gender
things funny rape bola ebola gay cutting suicide race name,gender
head cheerleader popular girl school time lawyer bus living another reminder high school popularity mean shit never,age
yeah feel like people capacity hurt certain rape case exes would pop say bad voice heard even thought funny upon posting,gender
sexist female cease exist immediately jess jesus christ painful watch,gender
slam islam 23 christiania christianity,religion
yea fuck bitch ass down lie nuisance go stupid go dumb like lie wane wayne look,ethnicity
holy crap batman nigger got us looking like complete presence let us use dumb fuck rap,ethnicity
ah gay joke rape joke swell dude police maybe,gender
forget anyone recognize disrespectful cog donkey day make gay general news rape allegation of boy,gender
dime every time laughing racist throwing around gay fag making rape trying play god damn quick play overmatch overwatch,gender
anyone make rape racially inappropriate gay getting blocked,gender
yeah concern nonprofit us lot,not_cyberbullying
one high school hi nice would like join linked network,age
name ass start counting sis isis lascar e tribe wish e mood market up anear ansar simple pi india indian mujahidin semi mujahidin caravan islamic islamic army table mama many name whole world suffering islamic islamic terrorism hind hindu,religion
jack plan dylan problematic smoking weed 14 problematic laughing rape unsung gay insult equalizing friend,gender
like try humanize crime radical islamic islamic terrorism,religion
think brainwashing exercise seen black mirror would put anything past corrupt cabal,ethnicity
never understood people idea flat pack tent,not_cyberbullying
loved deadwood great script totally i ic lots gay commentary pan wade displayed one irritating rape joke,gender
see shit like ill beat fuck night nigga sh bitch it mama dumb nigger,ethnicity
stop please let us start cain let us get names clipboard let us start march,not_cyberbullying
black community stop calling nigger time stop calling colored people white color words matter stop racism,ethnicity
islamic islamic r teaching jihad malaria question choice risk life malaria teach threat humanity r giving,religion
mohammed led 17 military beheaded news one day married six year old girl get picture,religion
wake tomorrow find dash real 72 virgin,religion
maybe cut harmful portrayal gay people 2 gay people whole game portrayed trying rape twice joke neither surrounding rape homophobia game like pa s,gender
sexist give girl street clothes expect go home iron,gender
know hard jihad jihadi bitch understand reading comprehension required,gender
talent comes responsibility choose embrace abortion christian woman never posted anything online subject officially done went classy tacky absolutely right,religion
slam islam strong supporter murdering non sis isis strong supporter murdering non,religion
baseball like school protecting marks case horrible bully racist coward lie lier traitor unfaithful husband horrible father figure son name daughter back,age
defend in min many accuse hers radical politics importing orthodoxy far christ said christian support 8 year old see hers idiot,religion
poise die quilt else sofa bullying de menial prissy major menial main memo passim no gingham culpa,not_cyberbullying
ha ha ha say world nigger ha ha ha us means united man fuck dumb stove 110th 110th,ethnicity
care complain small like gay sin get rape joke,gender
hate white people say nigger nonchalant say oh slap fuck dumb,ethnicity
gyrus cyrus gyrus cyrus date rape joke onstage gay,gender
to got random gay guy knew day would come made many rape,gender
respect pet pete read twitter,not_cyberbullying
shown r made even cut hands hind hindu built tax taj metal doubt made single contribution humanity actually uplifted humanity jihad science universal truth r mutually exclusive,religion
interesting black hair dyed bottom blue graduated high school like watch miraculous one bully great show,age
hope wind abusive husband beats great support men s right financial abortion cool want knock kat s cocky face misogynist word gay derogatory rape pope logic instant kill,gender
stay twitter like high school mean meanwhile trying support just everything followers sick dragged told worthless small account just,age
muslin muslim hate sea water taking bad wash away soul say dumb bum fuck suck big dick,ethnicity
viewer poll support banning burka country yest far hit,not_cyberbullying
bully jam 12 ya take back bully ya bird tea tua ad,not_cyberbullying
sexist way shape form female sky sports news so prestigious,gender
problem forced wear,not_cyberbullying
taking black twitter say disgusting want disgusting used sh,ethnicity
turning gay big thing america american prison system legit never heard prison rape joke guy up uk happening period,gender
chandelle stand making granny gay rape hart would even try brand,gender
small group muslin muslim make community come grew idiot growing upper caste brain brahmin family make went relate muslin muslim sandhi,religion
dumb nigger mom when gave mother money saying one home nigger dumb ass fuck,ethnicity
listening talking love life back high school mentally simply like korea korean guy,age
cavicorn capricorn get way never around something,not_cyberbullying
de realize en aria,not_cyberbullying
remember popular say african america american south negro black people every form fill check white want,ethnicity
murdered 50 times many,not_cyberbullying
nice nice go share buran quran written say tell terrorist names like sis isis flag allay allah written,religion
every girl art education department like high school,age
late ltte terrorist organization organisation doubt comparing islamic islamic terrorism throw random article random matter hard try know truth death destruction brought upon world,religion
well done keeping scum show hope kat antre end poisoning,not_cyberbullying
admire someone drunk drive violation lockdown calling christian anthrax create nuisance road scolding police drunken idiot hero,religion
put is look clueless put get stupid,gender
rape added flavor gay panic joy,gender
maybe fired better girl idea really remember asshole mid teen middle school high school popular one treated like shit anything either specific friend group hung,age
craving spicy pork egg tortilla way go,not_cyberbullying
riled riley cooper thing dumb said nigger get fuck,ethnicity
fuck nodal bigger nigger size dumb folks would even understand dis tweet,ethnicity
fuck pay cut ring butter lie dumb classic nigger shit less bread but want bragging league,ethnicity
white make gay sexual harassment rape make swoon charming funny,gender
right mean wonderful christian woman fucking another woman husband baby left adulterous people wonderful say yay,religion
vanilla cake assembly required,not_cyberbullying
talking get n goer day ill never accepted white supremacist negro black ass negro love,ethnicity
mom brutally teen outside a ca high school confrontation can jan 10,age
seem strength fight anything moment strength fighting injustice towards black people past things engaging nothing still care right,ethnicity
guess ask rape joke 16 yo daughter mocking manic teen parkland survivor kyle kasha call boycott fair fair,gender
got come warn ya guy lying notch racist trick disguise racism behind like tweet try equate oppression colored people things like freedom speech,ethnicity
riding tiger get made name selling whites different kind negro falcon put even married white boy must sound ridiculous possible please sellout tough,ethnicity
nigger lover people lover dumb fuck,ethnicity
are bullying prevention via,not_cyberbullying
us wan na fool believe vara varna karma wan na shooting mouth learn get right first one letting hook idiot like idiot ignore,religion
militant cyclist presume little man big car make lack size many also guess school yard maybe still bully try bully,age
laurel s name misuse chief indigenous woman settler colonialism aura,not_cyberbullying
yeah absolutely pick cover gay marriage drunk sex pop culture sadly rape,gender
first one telling though,ethnicity
whatever developed giant virtual high school cafeteria adult feel relevant occasionally share offspring food pushing pyramid last year plan returning,age
gyrus cyrus gyrus cyrus blowup dick rape joke onion london gay club,gender
like girl outed high school text afterwards,age
write english stupid word salad equating conventional w religious nowadays almost solely islamic islamic idiot islamic islamic imperialism biggest slave trade done africa ottoman,religion
every girl high school making annoying brand cursive font,age
sis isis repeat sis isis sis isis islamic islamic use excuse buran quran sort violence even ant could harm innocent human,religion
show love bitch could ever call hater,gender
all mad tune can president talking 2 it fuck mama dumb ass nigger,ethnicity
fuck dumb ass nigger go ka,ethnicity
extreme rock like vandal,not_cyberbullying
racist people sicken dumb shitty fuck,ethnicity
