tweet_text,label
I love men need create system inequality know compete women home work,1
I sexist reading new coloured parking bays assist women park faster I thought  ,1
I tired feminazi s,1
That woman reporter Soccer Saturday got clue,1
Kevin Harts Get Hard Is TwoHour Joke That Gay Rape Hilarious Read,1
I Am fighting bitches  One older female cousins murdered man  I Am call lmfao,1
 yawn  I Am sorry women drive  call sexist whatever true ,1
You pressed real gay love  rape joke make fun rape victim  Stop ,1
What young men want fathers  Any help ,1
Can call Male bitch  Or females ,1
I guess  seeing incredibly talented actors making rape jokes dated stereotypical gay jokes funny ,1
people school  rape jokes  suicide jokes  gay slurs  racial slurs etc NOT funny never,1
Rape jokes  gay slurs  retard  racial jokes comments  slut shaming  weight mortifying wilL NEVER FUCKING BE FUNNY  ,1
In India  rape joke Equates Gays Rapists  Cricketer Serial Rapist  ,1
Joke 3 guys rapist psycho gay guy rapist said man I see cat rape ass psych said I rape till dies gay guy said meow ,1
Mfs go anaphylactic shock say boys instead men  But call bitch say say women instead females  Is crack ,1
 A Misogynist A woman wants man treat like princess world fuck like whore  Someone,1
OH SHIT HE WAS THE ONE You call sexist want  cook become less attractive ,1
I sexist every Pokemon team I ever always strictly male  hmm,1
Picwhatting  And quoted none tweets  What trying say  ,1
Me 2019 listening Eminem using gay slurs  misogyny  rape jokes raps,1
hot take fine afternoon  gay insult  let f slur die  rape jokes funny  rword okay use insult  catcalling compliment  nonblack people using nword need stop  means,1
I really ANY straight male friends anymore disturbing masculine culture utah  Being around homophobia  blatant racismsexism  rape  jokes  I wish would spoken back  But  trust girls gays ONLY,1
I sexist girls wear earrings  looks wrong guys,1
First someone get dumb bitch mask second bad bru could call female come skull drag bitch make delivery,1
said n word twice  called someone retarded  said Wyatt gay insult made rape jokes,1
That kitchen looks like reenacted  2 Girls  1 Cup  ,1
Is willing stand front female constituents call us f  king bitches  Cowardmisogyny,1
I sexist women play football past age 12 unless 285,1
Stupid  Got ,1
I know I supposed care double standard cardi b  drugging robbing  dudes story  But I I hear head Chappelle line gay rape joke said  welp  caught slipping  You got walk shit  ,1
I know many people confuse sex rape  The point  joke  trivilizing rape stigmatizing gay sex  Your clarification completely unnecessary ,1
He gay  Did know still give right make stupid rape jokes,1
nothing wrong white man nuclear family  NotRacist NotSexist ItsNotMyFault elite caus,1
You class A cunt,1
Yeah  I would want people tweet rape jokes homophobic jokes organization I  gay man  works survivors sexual violence members LGBTI community ,1
She said longtime fan never heard saying RLM people say anything offensive bad  I posted video pointing span five minutes used tslur  made rape jokes  joked Native American genocide  gay people ,1
I know  I used make gay jokes  rape jokes  Jew jokes  Christian jokes amp  black jokes  FUN ,1
But really I sexist I like women homebodies  Housewives ,1
Miley Cyrus Rides BlowUp Dick  Tells Rape Joke London Gay Club  Gawker,1
Anyone else notice 3 Katie Nikki s dishes based sluts  Sausage  cock tarts  MKR MKR2,1
Ever called  feminazi  Watch new video ,1
I Am literally watching female jump nigga iG amp  I Am trying everything power call bitch ass nigga  Dweeb Smh,1
Guys say dark humour proceed make jokes rape gay people,1
Not sexist  watching girls ice hockey really painful  What  ,1
I think Men better Comedians  sns,1
10 men gay lesbian friends 11 men think rape jokes funny,1
Hey  I agree BunkerBaby  gay jokes implied rape jokes lame ,1
This dude comes hard killer jokes bout OJ  Bill Cosby  wifekids  rape  gay folk amp  comedians  Now looking like,1
He made gay jokes  fat jokes  sexist jokes  rape jokes  Open eyes ,1
HOLLYWOOD  THE MEDIA ARE DISGUSTING  THE MEDIA DOES GAY PRISON RAPE JOKES ABOUT STONE  EVEN WORSE ONES ABOUT CATHOLIC SCHOOL CHILDREN  YOUNG MEN  WATCH  Bill Maher attacks Covington Catholic students disgusting tirade  jokes  pedophilia,1
fuck  I Could get vagina posted fucking college walls wanted ,1
like  hate boys  fucking annoying ass whiteboy put rape joke story mom goes  lgbt advocate women marrying women  THEN SAID  kidding  really said gay daughter huh,1
Surly  You call rape jokes  advocating torture murder  preferring someone dead gay merely surly  JFC ,1
Oh  missed part  No  reason get physical ,1
If ignore rapegaydick jokes GET HARD  go hard  Get hard  Hard  Erection  Penis  There  I wrote screenplay ,1
Current comic made jokes ObamaHitler RedskinsJews Rape Girlfriends  douchey everyone thinks gay ,1
I hate tweeting  blonde girl British curling team extraordinary eyes,1
Enough said ,1
something bad usual  I dumb girl get bully everytime ,1
mohammad gay fuck would able rape Aisha  killed kamlesh tiwari spreading lie  Mohammad bisexual gay  anyone laughing lame jokes shivaji found statement offensive sorry say r hypocrite ,1
You know Kat Andre awful I want Katie Nikki go,1
Name state ,1
self harmrapegay jokes funny amp  cool make sorry,1
thanos  duterte thanos make rape gay jokes  thanos duterte,1
Women football announcers ,1
Kat Andre fucking cunts,1
Soo true ,1
Anything joked gays  Transgenders  rape  school shootings  race people Twitter whiny bitches take joke unless family friendly political,1
yeah honest THAT bothered gay stuff  making big deal hide rape jokes hahaha,1
Everything deconstructed  They good erections ,1
Certain threads ,1
Making gay rape jokes bill cosby going prison like  part problem ,1
Does realise spoke man advocates gay rape people  homophobes  ABC joke ,1
OK  A prison rape joke exactly  classist  though  At could homophobic  completely separate discussion since literally gay ,1
In science term female still acceptable I live America I call bitches whatever fucks I want okay okay okay,1
I saw last year Halifax Comedy Fest  So offensive  cancer jokes  gay centaur rape  I tears  ,1
find odd people r defending jamesgunn cuz past tweets  granted past still said  rape  gay amp  pedophile jokes cool sane person says  fans r like  well disney used racist back day  excuse  disney,1
Old dirty foot ass bitches  funny ,1
I love subtle gay rape joke spongebob,1
Kudos  apology dude  need  As female  man calls disgusting  out mind  saying basic 9thgrade level facts  mutters fucking bitch  front reporter  I misunderstand  amp  misconstrue  word meanings ,1
Why PewDiePie number one subscribed youtube channel  His LPs suck  call things  gay  make rape jokes ,1
I sexist  I fan women rappers ,1
I sexist women announcing football ,1
Probably one favorite modern rappers call females bitches drugs 258 like man really heavy messages music I Am About To miss  ,1
The guy hour rape amp  paedophile jokes  Maybe join Nat buddies RT talk gay concentration camps,1
How rape jokes different Fat  skinny  short  Midget  Gay jokes ,1
Female Urologist gave testicular torsion call bitch twisted,1
Resign Al  The Leslie Stahl rape jokes  Is rape joke  Al  Child rape jokes Al  Reiner Roast  Rape children used joke fodder  Hating gays  How square parties identity politics  You predator  An angry predator ,1
Why boys crack rape jokes  think girlfriend gay  still cryand need give new better models masculinity ,1
good Feminazi play haha,1
 F D bad  Shoulda kept Richards  Carter Bob  I laughed made deals ,1
Whenever I hear prison rape joke  I know person thinking gay rape fantasies ,1
How NPR helped create current panic phantom campus  rape culture  ,1
Are making gay rape joke  Rape funny  You sick ,1
call yo self coo female get mad calling bitch,1
Drasco chef wanka  One day misses ask self fuck dick ,1
How girls MKR even pass test cook contest ,1
 Way way one  arrive  male privilege  ,1
females like referred bad bitch weird  like bad bitch  call cute  sweet  amp  beautiful pls ,1
And kick feminazi fashion policebloggers job ever ,1
Girl s shave  gay choice  sexist stupid  racist pointless  rape funny  Wake ,1
Your understanding good evil little warped friend  head chopping  child rape  dressing women black sheets  gay killing slave trading fact evil  prevalent countries love  like Syria  Libya etc  You joke detached truth ,1
Wow  Wiped bitchy smile right face Kat,1
He  jensen  made transphobicgay jokes misha  doxxed workers online  led death threats business shutting least 2 days fear  made rape jokes,1
prison rape funny  prison rape jokes funny  apparently men raping men  funny GAY,1
All talk man  women rape I find sexist  gay rape occur  much nastier consequences eg aids,1
Shut Katie Nikki  That,1
they would call bitch complicated female character ,1
Mitch Marner gets female dog calls Bitch Marner,1
yes  I get w lighthearted gay jokes actually funny  rapeabuse jokes never funny,1
She blocked I blocked  sexual abuse apologist TL ,1
ha well iguess I make hoes loyal bro never loyal hoes nig,1
yk sixth grade would call someone bitch would like female dog,1
I care much gandalf gay whatever tell never apologized unbelievably transphobic book wrote joke whose punchline prison rape hurts pre op,1
Nikki s pouting annoying  I ready wipe kick show ,1
I could smack little kids bus  Rape fucking joke  Gay jokes mom jokes funny,1
Our JanuaryFebruary cover story  Why boys crack rape jokes  think girlfriend gay  still cryand need give new better models masculinity ,1
I sexist girl comedians make laugh ,1
VIDEO  Miley Cyrus Makes Date Rape Joke Gay Nightclub ,1
Females  guys  I sexist lot females lack true logic sometimes  A lot guys dumb though ,1
Should strengthen relationships USA congressmen call female colleges  fucking bitches  ,1
Just saw girl drive wrong way one way  Some girls really know drive ,1
I thought I liked Miley 1st cuz said feminist making rapegay joke I like,1
I vote cuntandandre amp  AnnieLloyd cook Shit vs shit,1
I unfollowed AvonSpurs days ago believe cyber bully complete cock  I stand ,1
It always fun watching sports w woman room,1
one type jokes kpop fans make like  I want rape bias  He sexy  exo gay ,1
bet people going eww gay wtf  slur slur rape joke slur  XD XD XD  five years ago,1
The USA still death penalty executing man gay omnipresent prisonanal rape joke considered bad  desirable punishment even  happens straight men,1
Miley Cyrus date rape joke goes like lead balloon GAY,1
FAN Miss Hottie,1
never call female bitch  plays happy music ,1
Yes legit  Sweden one place living thing NEVER visit  Feminazi extremist word law ,1
THIS  RT Hey  All  gay  rape  jokes funny  Sincerely  Good Taste ,1
Lol  rape joke  prostitute killing joke two old gay men  The Daily Mail going hate  Funny though,1
stage gay queer baiting obv ok really sounds like moment kind thing going address vines thread bcs r made jokes rape joke thing  fan tweet thing  fucking ryan amp  jon bothered though,1
really sexist though  taking piss feminists  women ,1
need get back kitchen ask  Lol,1
Jokes domestic violence  disabled  rape gay people  Did Labour actually select Jim Davidson ,1
Who writing bimbolines ,1
That Is pretty much  decided call women females make able call women bitches,1
yet follow idubbz makes jokes rape  says n word  makes gay jokes  shitty stuff like time  even trying hate shane 9 years ago ian stuff like TO THIS DAY,1
These late night comedians never learn lesson limit topics  whether  Letterman s Palin daughter rape joke  Stephen Colbert s homophobic gay baiting  John Oliver basically calling Barron Trump mistake,1
So I listened guy joke murder  rape  pedophilia  sexism  racism  lgbt people  uses  I gay friends  defence  every step way making fun lgbt people way sees like lgbt  would funny someone,1
They staying  producers showdown posh bitches,1
Every time I try read book I get part school amp  YA murderous feminazi conspiracy  stop,1
You  know Hollaback Girl theBut still managed To stare The last two gay Cuban secret agents prison rape jokes ,1
I looked review amp  seems gay character raping servant boy rape gayness  jokes  ,1
How game portraying openly gay characters predators rape joke homophobic  Lmao,1
Lol yes I watch 85 South show weekly crack gay jokes  fat jokes  poke fun people disabilities certain finesse  Jerrod Carmichael made full blown rape jokes I remember 1 thinkpiece ,1
Had Gay men kind rapingly forward unwanted since straight  Sargons joke actually would rape MP  You left wingers choosing offended disingenuously keep old smear train going  Just makes lefties look humourless ,1
Based need  gender ,1
I may call bitch cute make think special honest one female I want w forever try try find one person almost never leave mind,1
stopgamergate Antifeminist YouTuber doubles vile Jess Phillips rape joke leaping defence gay mens rights activist  rAmalaNetwork,1
  I like talking even I know  others push comes ,1
The menus look like made 5 year old little girl  case mental age 5 year old girl I guess,1
The least funny sexist unjoke  make sandwich,1
Your performance Oscars terrible  You think funny  Your jokes suck  And bound promote movie 2 gay men relationship  The problem one underage 17 rape ,1
Its tied together  male rape jokes  gay panic  awful  activists  care,1
Sad see Sasha gone  But went way  To bad get bite ass hole Negan  ,1
I agree  Darrell  gay prison jokes funny  Do crime  pay time  Anyway  Podhoretzs cowering accused racism  funny amp  accurate prison rape jokes ,1
Hell  let us go look time period see acceptable joke fodder FILM  Especially Rape  Transphobia  Gay Panic  et cetera,1
No  sorry  even rosiest definition feminism still unequal ,1
FYI ones timeline know nothing football,1
Someone wipe smirk Kat s face,1
Jokes funny never funny  Racist jokes Gay jokes Transgender jokes Holocaust jokes 911 jokes Rape jokes  joke includes mockery people suffered murdered ,1
MileyCyrus Miley Cyrus makes date rape joke onstage GAY,1
Did  sitting member Congress  call female sitting member Congress bitch steps Congress  These people need held higher standard,1
Oh shock face Kat  really  ,1
Let us seehe anti abortion gay rights  racist  homophobic  misogygnist  rapeapologist  sexist  racist birther bullying bigot hatespewer Trump Goebbels Hitler  via,1
I sexist I hate certain girls tweet football I bet think offside seasoning ,1
call sexist things men better  example  I refused taught drive woman beca,1
sTay away  Rape jokes  Sexist jokes  Religious jokes jokes Gays keep killing  Learning experience,1
He target gay jokes  rape jokes  toxic masculinity  predatory men women  people think cool making fun  That alone telling playing wrong side ,1
Fuck Kat  Douchebag ,1
gay jokes funny amp  fine going  including Barry Zuckercorn s bowtied secretary ones amp  flamer  amp  even prison rape stuff ones Lindsey passing also funny something leaves bad taste mouth,1
see us tweeting sanitary towels ,1
queer gaywad,1
Video  racist jokes  incest jokes  rape jokes  gay jokes  retard jokes  disgusting sexual discussions  80  comments  HOW DARE YOU SAY HITLER WAS GERMAN  HE WAS AUSTRIAN YOU UNCULTURED SWINE  ,1
Rape jokes funny  sexist jokes funny  mental illnessuicide jokes funny  gay jokes funny  ,1
As whole  MOST part  people like hearing rape jokes  We tend look person making joke crazy  However  gay folks level respect response  They live fantasy killed type jokes,1
One  daily beast  called ethics groups trying gay Olympians  one  deadspin  editor made rape jokes third  vice  toxic sexist bring someone outside try clean ,1
Rape jokes  jokes expense gay men  bi erasure,1
still funny camille made fun gay people  called poc dirty  openly charles manson supporter  romanticizes rape dressed brutally murdered pregnant woman joke halloween one says anything soon someone,1
Not really  There gamers  male female  girl gamers make big stink abo,1
If tweets resurface gay jokes rape jokes combination fired overreaction case ,1
They call us females cos call us bitches hoes public,1
What things say work  things say anywhere  1 retarded 2 n word 3 gay 4 rape jokes,1
Do Not even get started females man  I Am sexist gaming community tend bit friendly,1
The amount times I wonder people got licenses directly proportional number female drivers,1
Ya know funny  Comedians make jokes rape gay people  Just ya know Damon Wayans  But whatever ,1
Do rapezone,1
feminazi blergh,1
So I heard 5 min recording english voice actor Vegata reading fan fic porn involved gay jokes  rape  incest  pedophilia  So yeah I think I ok right ,1
NO  obnoxious Liberal women able spout garbage say repr,1
I almost hope someone table mocks KillerBlondes deconstructed lemon tart looks like crap  like us ,1
rape mention tw bored put First Girl I Loved gay movie seen  even 20 minutes main love interest made rape joke  promise get raped get AIDs die  turning movie wtf,1
THINGS TO STOP IN 2020  1  RAPE CULTURE 2  JOKES ABOUT OR INCLUDES RAPE 3  DEMONIZING GAY COMMUNITY 4  ROMANTICIZING  BAD  ATTITUDE 5  BLAMING YOUR PROFESSORS FOR THINGS YOU DID NOT PUT ANY EFFORTS 6  RATIONALIZING SOMEONE IS EVIL DEED,1
Idc females perfectly capable todays society would call mans job bitch fuck  sorry mad fact I job better  Dude almost bucket dead back neck  Stupid bitch  I play dumbass games ,1
 many awareness operate know self interest  They defy solutions ,1
Feminazi Blog Reminds Liberals Today Is National Day Appreciation Abortion Providers  Weasel Zippers,1
Gender social construct  Why assuming congresspersons gender male  Female female call bitch time ,1
Remember Critz made rape joke  And denigrated gay couples  No chance GOP would bring ,1
Ugh  Racist  misogynistic  rape gay jokes NOT funny  I party pooper I cringe say  Just  ,1
black accept apology blackface gay accept apology homophobia rape survivor  accept apology rape joke,1
Why call females Bitches  Why talk jass  Why always mean like bothering ,1
 I sexist  happens I complain quality women playing  ignoring historical context  ,1
Fucking faggots  Fuck boys  All niggas joke rape  slander women gays  Got To die ,1
Just case anyone worried I may selfloathing feminazi republicrat ,1
Why  The arguments  quite simply  pretty weak  I blackgay friend never compelling argument  Ever  And taking umbrage ERods behavior towards fans divorced wanting people share views usage N word  R word  rape jokes ,1
No  looks like prison rape joke  claimed prison rape joke would consenting  would make lol gay people joke  You Are saying neither  joke ,1
Shane Dawson allowed make rape jokes female children gay NOT I expecting see scrolling around Twitter I severely disappointed people smh,1
I glad show nonstop rape jokes  abortion jokes  antisemite jokes  trans jokes  nonstop gratuitous violence  gay jokes  joke character sex anyone including kidnapping children minorities  Mexican jokes  religion jokes  fat jokes ,1
I sure HR department would delighted know think ought acceptable call female coworkers  fucking bitches  ,1
Wow I uh  listened thing MBMBAM titled Cake Boss  It  fucking weird  I expect Griffin make prison rape joke weird fantasy gay bachelor party like ,1
Stop making rapesexual assault gay jokes  It funny  disgusting ,1
Damn Feminazi,1
You got hoes though,1
Kat delusional Annie better grip reality,1
FUCK  I sexist I girl recruit school AGAIN  Son bitch ,1
makes joke one specials gay men minding life prison  prison rape would somehow enjoyable gay man  maybe talk harm suggesting something awful,1
always people say joke shit like rape  gay  suicide  fat people ect people lighthearted shit,1
No one tells girls shave  No one said gay choice  Rape funny joke  Feminism stupid ,1
Whatever say  worst thing anybody rape brain repetitive tiring jokes  Unless thet say jojo gay  talk times,1
I derive meaning  What I missed ,1
Me rest night blonde bitches get,1
LOVE Debra Eva  Sheri Emilie  Such beautiful souls  mkr Will Sheri Eva ever kiss ,1
If think trans  rape  gay  etc  acceptable problem  Not individuals affected joke ,1
Just clear  stated know actually MUST know would said tell happens call female work bitch  I never  I tried talking things  Its healthy stay w bitch ,1
Some people call sexist cuz I want wife ever work  I want stay home clean  raise children ,1
Even Parkinsons  people twitter make jokes race  rape  child abuse  gays etc  There Is decency ,1
Mr Rao  soc teacher  wife feminist I call feminazi,1
Women comedians suck,1
yea mean  difference  let us act like niggas still quick call females bitches say sum ,1
She made gay  rape race based jokes  Just first two episodes show  She Is funny slightly weird politically incorrect  The definition white feminism basic ,1
The human rights committee headed Saudi Arabia  A country beheads men gay stones rape victims death  How anyone gives joke organization rebalance beyond,1
Because femininity horrible  I sexist dude cries girl wedding dress vagina,1
Rape jokes  pedophilia  necrophilia  gay jokes  blackface  rampant racism  parts attitude era people DO talk,1
The woman sports announcer badgers making want use mute button,1
Omg Glaucon made gay gang rape joke Plato book  What heck ancient Greeks  ,1
Gay rape jokes  Much edge  Very bad  Wow ,1
fuck joke think rape funny think gay bad cunt,1
Not even flip  I got elevator gay man  thought going try rape asked floor I wanted  Does make homophobe  Got elevator black person  thought would beat up I Am racist  What saying sexist,1
I playing The Elder Scrolls Online stream even though I party I picked chat another party  I horrified  They saying f word  derogatory word gay men  n word making callous jokes rape  I stream game ,1
All right let us see actually drops dub dbz fake mad  I honestly fuck voice actors fucking hypocrites got Vic fired worse shit like making pedorapegayincest jokes Funimation knew ,1
are tricking men sex  thus gay male psychopathic perverts pretending women basically rape people  It pretty fucked term think  And jokes spread message reinforce belief,1
Manu sassing Kat favourite thing ever,1
Miley Cyrus  gay date rape joke  disgust  She pretty much everything wrong w US culture  Everything ,1
Here go  Fucking twitter man hate moving around shit  But better way find feminazi s lawl ,1
Miley Cyrus Rides BlowUp Dick  Tells Rape Joke London Gay Club NewsAd link,1
In Vine obviously joke rape  gay  sluts  side chicks  You always find faggot sjw s stand soap boxes,1
 K Thanks demonstrating firm understanding legal rights ,1
I AM A BAD BITCH  HOE YOU CAN NOT KILL ME,1
I made observation lately  That lot women really struggle parallel parking,1
melting put freezer served dumb skank ,1
Nope  since Common Purpose Marxist indoctrinated university graduates gained rank  police gone global leader laughing stock  Gay prancing  Muslim rape gang appeasing  BLM knee bending jokes ,1
Do call bitches females  That mad disrespectful  Bitches hate call females ,1
seen equanimity  He made couple jokes rape  made sure stopped addressed issue He also makes jokes gays trans people  biggest fans  especially Georgia,1
The Today programme BBC Radio 4 reached new low inviting homophobic sexist Tory  Toby Young  show defend Theresa Mays new housing tsar  Roger Scruton  racist farright figure also hates gays thinks date rape crime R4Today pictwittercomLnVFzSqJQq,1
NY Post Makes Gay Rape Joke Jared Fogle Cover ,1
I sexist girls get attention tweet  832057238K followers  RTs faves,1
I laugh anything funny  Rape  retards  gays  racist  long I think good joke ,1
So many people must want friend  Sent mass snapchat laundry asking women fold ,1
If throw word  rape  around carelessly make jokes trans  gay people  please unfollow  Thanks ,1
What learned,1
The left weirdly ok prison rape jokes  slut shaming gay jokes suits  Which embarrassing fuck  By embarrassing I mean shameful ,1
Dan  believe hypocrisy  Mediaite Yesterday  Conservatives Feign Outrage About NonExistent  Gay Joke  Even though Tapper made Joke Prison Rape  Mediaite Today  Roger Stone Makes Gay Joke About Tapper,1
Rape jokes Students asking props Columbine outfits Gay men asking 50 s housewife jewelry SpiritHalloween I love job,1
Are gay rape jokes allowed ,1
gay  rape  sexist  911 tweets,1
fuck bitch even suck dick 128514  128514  128514  Kermit videos bout fuck IG,1
You give deconstructed lemon tart  7 anyway  item menu,1
gay give god damn right make rape jokes towards girl,1
told lik bitch ugly  hope sge get offended,1
The promo bimbos certainly annoying Kat Andre seem like truly objectionable people  gross,1
warped sense relationship dynamics watching much yaoi puts everything uke seme boxes sexually harasses gay people rape jokeskink dead libido regarding self  jack voyeur fantasies  guy would totally gay  ,1
Stick Kat  sort bitch really makes show,1
Dude I saying  Like  women  know anything football  Lol,1
WHAT  men get raped  stigmas ignorance behind men speak  women video TRASH  thing men talk act happen women  find twitterfb  gay rumors amp  rape jokes funny ,1
 poor Ben ,1
They bred dangerous feminazi country ,1
Human Rights Abuse  It coincidence rape jokes gaylesbian persecution tend promoted type people ,1
Feminists started FeministsAreUgly take ,1
Betcha gay joke  Also maybe rape joke  Seth MacFarlane  Putting  asshole  back  Seth MacFarlane  ,1
TL filled people proud racist proud make rape jokes amp  proud hate gays STOP RTING THIS CRAP ON MY TL PLS,1
men say f women stands funny call us females,1
post picture pussy get 200 likes,1
MileyCyrus Miley Cyrus makes date rape joke onstage GAY,1
Watch tarts poorly constructed personalities deconstruct tart ,1
Just watched This Is End  Hard tell I liked  dick jokes  gay jokes  rape jokes ,1
Enough jokes kids gays rape straight people like mahfucka parties boy,1
mkr see Kat TV past tonight  I,1
reasoning  joke rape implications  pedophilia implications  used two  gay people game make  good joke way shape form reasoning  mean ess jay double yoos took muh funnee joek away sad,1
Essentially  much worse  Several DBZ actors caught making extremely offensive jokes  racist  also homophobic  incestuous  pedophilic rape jokes  Including five minute skit gay rape orgy ,1
Make new damn movie  hacks  point ,1
Simple categorisations groups people hugely helpful  There plenty folk world super sexist  still condemn threatening women baseball bats  Or support gay marriage  strongly oppose correctiverape rhetoric ,1
FTR  I sexist  I would never vote Hillary liar  come 2016 call sexist  ,1
Also  five pedophilia jokes  difficult countdistinguish gay panic rape jokes,1
People make transgayrapefeminist jokes swear clever  When really uneducated  insensitive  amp  ignorant ,1
I get  A Rotherham Redux  But  raped Cytheria ,1
You awful  WOMEN SHOULD NOT DO PLAY BY PLAY FOR MENS SPORTS  I AM NOT SEXIST  IT IS JUST FACT  THEY ARE AWFUL ,1
reminder cuz people school got fucked RAPE IS NOT A JOKE SELF HARM IS NOT A JOKE DO NOT USE GAY AND FAGGOT AS AN INSULT,1
There goes manwoman wagegap sham shambles  like Feminazi falsities ,1
I hate people make jokes suicide  makes joke rape  calls someone gay  makes joke mental illness  It rude  ,1
Whatchya going I call bullshit ,1
defence squad drunkseh  n made rapegay jokes defence squad candyxium  n used n word,1
Dear stupid gay  oh puhlease  Stop telling jokes  bring africans  I thought bring horse rape one time ,1
You hear PA lieut  gov  candidate insulted women gays rape joke  Oh  Dem  You ,1
Deprived new women hate Toronto  A Voice Menners resort rape jokes  gay bashing Are gangs  WTF ,1
No  I feminazi  I need sexism outrage enough invade something ,1
My deconstructed tart joke last season,1
No  feminism lobbies equality vetoed  actually ,1
Miley Cyrus makes date rape joke onstage GAY  During impromptu appearance London club GAY  ,1
Just read killerblondes get  Switching ,1
alternatively  think family cool gay people break slurs rape jokes,1
maybe focus  Less cunts football ,1
Someone get kat competition  ,1
This makes laugh ,1
I Do Not Know boys  men  really joke rape gay rights  It foul ,1
Facebook  Where scared openly gay atheist family  rape jokes AOKAY ,1
It lovely know many MeToo supporters suddenly think acceptable mock make jokes sexual assault rape victims  male  I already seen MANY people refer Jimmy Bennett  gay  suggest  lucky  happened ,1
Not sexist I glad female driver F1  Just imagine finally see great accidents thanks,1
I never seen bitch obsessed nigga128514  I obsessed mine 128529 ,1
Roxane Gay Daniel Tosh rape jokes ,1
feminazi,1
Yea ok I get say lying bitch  gee I must learn slow words fits narrative  The female reporter Fact call  slow  sheeplle,1
Male victims need campaigns  They even recognised ,1
NY Post Makes Gay Rape Joke Jared Fogle Cover LGBT ,1
What make role  Not much  comparatively  I imagine  Tom Cruise would made triple ,1
Why turning gay big thing American prison system  I Have legit never heard prison rape joke guy UK happening period,1
plus rape jokes  gay jokes ,1
Miley Cyrus Makes Date Rape Joke At London Gay Nightclub  VIDEO,1
No true feminist ,1
Re  Somizi father gays  Gay men might easier  disputable  corrective rape still joke South Africa land ,1
Says guy probably want even visit doctor hes afraid getting prostate examination make gay  Rape  Jokes  Are Not  Funny ,1
boo whore,1
funny dick jokesrape jokes child molestation victims  gay taking internet seriously  fucking totally gay,1
Rape jokes funny  Body shaming jokes funny  Using gay insult funny  Trixie Mattel funny ,1
make following jokes unfollow suicide  depression  gay  rape  racist  cancer,1
lol  I wish  But first time I hear  We mostly  use  feminazi  ,1
MileyCyrus Miley Cyrus Makes Date Rape Joke At London Gay Nightclub  VIDEO,1
Why joke  Is making serious allegation  Or believe gay people rape ,1
birthday party  time 6 hours trigger  rape  gay  anxiety jokes  ,1
Solid last season  Was missing 5 1 rape jokes though  let gay boy,1
TwitterFeminism protection racket  Except nobody actually guarantee brand safety  movement ,1
So much gay references well prison rape jokes  The man shoddy conman  plenty work ,1
So I would really love Rape jokes  TransGay jokes die reinforce concepts laughing matter ,1
Gay rape prison jokes funny  People deserve prison  hey never deserve assault  And  related  gay sex icky punishment  ,1
people caring date rape joke actual pedophile rapist purely gay lmao ok really care sure ,1
Because FemShep character created appease people pathetic way add depth dif,1
I know NO places single men may US  Some states bar ANY single parents  Some men ,1
Fun fact  I mommy issues  yet I call women  females bitches,1
Holy shit  I made rapejokesubtweetgaybikenerdjoke,1
 Pretzel logic understatement  SJWLogic like pretzel beaten tossed Sears Tower  Puddle logic ,1
made gay  trans amp  rape jokes special ,1
IT CALLS THE FUNCTION TO THE PROCESS OR IT GE Only punk ass low self esteem punks call strong knowledgeable females bitches  As long good one wuss matters  This kid bashes gays jokes rape  Is kind fan makes proud  RT I sexist  driver would drive stop every 2 seconds open lane left  Racist jokes rape jokes gay jokes PUNCHING DOWN bcuz r expense groups less power  insert racist joke  Nigga niggas  hahaha funny ironic  insert joke homosexuals  gay niggas  oh golly hoot  insert incest joke  many niggas  classic jest  insert rape jok sensitive niggas  shut fuck sicko  Name 3 prominent feminists  please  No Google  Annie  reason Lloyd proposed yet gay  Really gay  mkr The weird like jokes hes made 8 made revolved around using words gay  rape  faggot  explatives  ,1
leave rape  virgin gay jokes 2019  FIVE  ,1
You think order congressman go female college call  fucking bitch differ policy  That  spiritfilled  Christianity prescribes ,1
Carroll literally joke actually flirting wthe elite gay Anderson Cooper amp  said rape fantasy  That dress room top department store W camera someone posted entrance obviously disturbed,1
one grownup movies I saw kid  Those 3 breasts  stuck forever  Never forget ,1
Pointy Teeth  I need say something everytime I hear gay  rape  sexist joke  I would ,1
I lesbian gay freinds joke trying  turn  strait people  I never took going rape ,1
 soon follow enough known antifeminists block list activates blocks  Possible unaware ,1
Cat ugly mean bitch  You miss go fuck ,1
Is male thing  Whenever I click  Female friendlyfemale choice  porn  main content ,1
If joke literally  haha raped  yeah  requires think rape funny  That Crowder  gay  instead  rape ,1
This bitch  NoSexist walking around stroller dog  You dog 1  Has legs 2  Does need Star,1
Uh ever heard conversations men  All name call learn early age defend oneself  I think females protected early age experience stuff  Being called bitch work okay female thing ,1
scale worse  greater value  worse  pedo jokes lt  racist jokes ice gt  isis gangs lt  local pd kill baby lt  gay black conservatism rape reporting gt  antifa 1 salary gt  17 bil cash  according MSM  liberals  communists  amp  rest left  ,1
What say  I mean I probably like either making joke sexual violence men  But I mean  rape jokes references gay people pedophiles etc etc  things like way us ok sitting member agreed ,1
guys joke rape  gay  women funny ,1
Gay prison rape jokes political expression nothing gay prison rape jokes ,1
Well done Ash amp  Camilla  try humility instead front bums,1
Wiki,1
Reminder self  quit impressed straight male comics joke gay people  rape  bitches  right  ,1
getitng abuse  bullied  called slut whore shit said some1 aksed ,1
